year,industry1,industry2,occupation1,retrench
2017,services,accommodation and food services,"clerical, sales and services workers",200
2017,services,accommodation and food services,"production and transport operators, cleaners and labourers",120
2017,services,information and communications,total,940
2017,services,information and communications,"professionals, managers, executives and technicians",830
2017,services,information and communications,"clerical, sales and services workers",110
2017,services,information and communications,"production and transport operators, cleaners and labourers",10
2017,services,financial and insurance services,total,1780
2017,services,financial and insurance services,"professionals, managers, executives and technicians",1710
2017,services,financial and insurance services,"clerical, sales and services workers",70
2017,services,financial and insurance services,"production and transport operators, cleaners and labourers",-
2017,services,real estate services,total,70
2017,services,real estate services,"professionals, managers, executives and technicians",50
2017,services,real estate services,"clerical, sales and services workers",20
2017,services,real estate services,"production and transport operators, cleaners and labourers",10
